Series Name,Series Code,Country Name,Country Code,1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014]
Internet users (per 100 people),IT.NET.USER.P2,Belarus,BLR,0.00048595086881212,0.00292125437494358,0.0292982941361222,0.0490208910370497,0.0738688972841164,0.494881245327084,1.86039812615388,4.30061602151712,8.95097131467325,..,..,..,16.2,19.7,23,27.43,31.8,39.6488956598961,46.91,54.17,59.02
Internet users (per 100 people),IT.NET.USER.P2,Belgium,BEL,0.695994689759373,0.991662990076131,2.96841164745362,4.93808090966561,7.88662270071677,13.7722144589561,29.4316916924341,31.2883955056566,46.33,49.97,53.86,55.82,59.72,64.44,66,70,75,81.6099959955952,80.7199905482042,82.1702,85
Internet users (per 100 people),IT.NET.USER.P2,Belize,BLZ,..,0.0453971799271829,0.882807327300817,1.28858230175161,2.09151639121396,4.07674056438396,5.96383530272428,..,5.68425121358763,..,9.8,17,24,24.6,26.3,27.2,28.2,30.7,31,33.6,38.7
Internet users (per 100 people),IT.NET.USER.P2,Benin,BEN,..,..,0.0016931001934367,0.0246487957420027,0.0478773038758114,0.15490674072035,0.225247851473369,0.363417890016082,0.7029455951039,0.951327114915695,1.18254096518994,1.27103143947107,1.53785434624704,1.79,1.85,2.24,3.13,4.14832306562512,4.5,4.9,5.3
Internet users (per 100 people),IT.NET.USER.P2,Bermuda,BMU,..,6.83816346466949,16.2024660153275,24.1892567447711,32.1037593502199,39.9475887635422,42.9498600152711,47.5096998970623,52.0315973700393,56.5220121836337,60.9908670086326,65.4470657898838,69.8996551617012,74.3505940302669,82.3,83.25,84.21,88.336,91.2993045243401,95.3,96.8
Internet users (per 100 people),IT.NET.USER.P2,Bhutan,BTN,..,..,..,..,..,0.137571514258829,0.40094444691941,0.864628564215099,1.67580258375242,2.43691239949767,3.15698419613711,3.84710674490143,4.5183172581646,5.92,6.55,7.17,13.6,21,24,29.9,34.37
Internet users (per 100 people),IT.NET.USER.P2,Bolivia,BOL,..,0.0668075682820113,0.196081173945832,0.44783903590236,0.626484062433397,0.981815187281861,1.4427635847914,2.1204625341365,3.11719294696997,3.50859640072336,4.43992460120042,5.22758395663196,6.20067125473576,10.4992443168903,12.5,16.8,22.4,30,35.34,36.94,39.02
Internet users (per 100 people),IT.NET.USER.P2,Bosnia and Herzegovina,BIH,..,..,0.015125563351607,0.0594255627972207,0.143671059936118,0.194374199768361,1.08296074971207,1.20052695129649,2.64826791361244,3.96503683387051,15.4689716227665,21.3267010007738,25.1223856852117,27.92,34.66,37.74,42.75,47.77,52.78,57.79,60.8
Internet users (per 100 people),IT.NET.USER.P2,Botswana,BWA,..,0.0645210409566664,0.157454229629989,0.307746849903244,0.602400929143193,1.12239147360549,2.90266662177209,3.43088678702599,3.38592235064273,3.3451901740614,3.30488925316113,3.26255403605122,4.28993297515968,5.28,6.25,6.15,6,8,11.5,15,18.5
Internet users (per 100 people),IT.NET.USER.P2,Brazil,BRA,0.0376727093587832,0.105138167818006,0.450789178949525,0.786079155026595,1.47787495863132,2.03873218351945,2.87068515854108,4.52849486902851,9.14942508560748,13.2075861035303,19.073672274442,21.022747248827,28.1783801797929,30.88,33.83,39.22,40.65,45.69,48.56,51.04,57.6
